lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.0,0.0,0.0,-0.08429104089736938,-0.024374306201934814,-0.021115302082279186,-0.14252233505249023,-0.07320314645767212,-0.04102548674879358,-0.16474097967147827,-0.11207574605941772,-0.06053381131229685,-0.13163450360298157,-0.1260339915752411,-0.07280870990095423,-0.09115409851074219,-0.25250598788261414,-0.011425072301307182,-0.16522207856178284,-0.21031197905540466,-0.04537284837303446,-0.14180487394332886,-0.14911165833473206,-0.07006878123817728,-0.11660683155059814,-0.15757083892822266,-0.08848113284645365,-0.05471956729888916,-0.2626033425331116,-0.018868557151535015,-0.14102017879486084,-0.1996246576309204,-0.05278893278179453,-0.11654937267303467,-0.14129751920700073,-0.05925517619786547,-0.09059160947799683,-0.1565844714641571,-0.06038767934975908,-0.026120424270629883,-0.24017882347106934,-0.03211156741915033,-0.10855856537818909,-0.17420852184295654,-0.058268805008509617,-0.09037807583808899,-0.12147048115730286,-0.044240341495850544,-0.0661126971244812,-0.1372096836566925,-0.032294229578354816,-0.007129192352294922,-0.19885236024856567,-0.04975674019394205,-0.07335025072097778,-0.13198354840278625,-0.0674749808126478,-0.06043720245361328,-0.09959188103675842,-0.06349294350681589,-0.03883272409439087,-0.11734479665756226,-0.0575746828430681,0
0.0,0.0,0.0,-0.06618845462799072,-0.00944209098815918,-0.02361846507608334,-0.14141565561294556,-0.063529372215271,-0.036927018101209796,-0.13821929693222046,-0.12953788042068481,-0.04943120458244721,-0.07694816589355469,-0.15693622827529907,-0.054476760114425815,-0.1325414478778839,-0.21662116050720215,-0.00841326152055899,-0.1750720739364624,-0.2006043791770935,-0.04226506107568184,-0.1462654173374176,-0.13451886177062988,-0.06105790638446251,-0.12385407090187073,-0.13868296146392822,-0.07403740265488068,-0.08871400356292725,-0.24841004610061646,-0.013829001012140907,-0.12413442134857178,-0.21441099047660828,-0.04672561937093178,-0.10149002075195312,-0.14298969507217407,-0.046506248201126255,-0.08668175339698792,-0.15427178144454956,-0.03963260331272522,-0.04352307319641113,-0.24945110082626343,-0.02676279262720982,-0.07318466901779175,-0.1992318034172058,-0.053562707985634006,-0.059106528759002686,-0.1343611180782318,-0.03769481905817429,-0.048889994621276855,-0.14907780289649963,-0.021863491992348827,0.0029967427253723145,-0.2349025011062622,-0.044531903947586216,-0.027536094188690186,-0.17496046423912048,-0.060107301707262195,-0.020620346069335938,-0.13247549533843994,-0.05385520287870804,-0.01094883680343628,-0.14806494116783142,-0.045519076074356235,0
0.0,0.0,0.0,-0.06618112325668335,0.002783358097076416,-0.030768842615771064,-0.1388556957244873,-0.03878331184387207,-0.047003752731370696,-0.12976321578025818,-0.1082848310470581,-0.06096541806368805,-0.06643867492675781,-0.14375919103622437,-0.06765985413699127,-0.140857994556427,-0.18768861889839172,-0.017057773836540946,-0.1736564040184021,-0.17366120219230652,-0.05151444225816704,-0.14429140090942383,-0.1119527518749237,-0.0708459757199762,-0.12367880344390869,-0.11470741033554077,-0.0839842624893663,-0.09946298599243164,-0.22591733932495117,-0.01856133639125801,-0.12129831314086914,-0.19932544231414795,-0.05069106369523979,-0.10062557458877563,-0.12743502855300903,-0.05018987803964592,-0.08934420347213745,-0.13590103387832642,-0.04399662389664627,-0.0547865629196167,-0.23230892419815063,-0.028012308471488723,-0.06430637836456299,-0.19982558488845825,-0.05573874264268852,-0.055818021297454834,-0.13198933005332947,-0.041490684442806014,-0.05141174793243408,-0.1392402946949005,-0.026777240627097854,-0.006290435791015625,-0.22401076555252075,-0.04270785971789337,-0.01542961597442627,-0.18512502312660217,-0.05896066799073196,-0.01931840181350708,-0.1340547800064087,-0.053411795937108764,-0.020654141902923584,-0.13408848643302917,-0.04575078114180542,0
0.0,0.0,0.0,-0.06342488527297974,0.009429454803466797,-0.03952238562280286,-0.12825319170951843,-0.02709096670150757,-0.060499376084152345,-0.1119450032711029,-0.09606900811195374,-0.07737819703990567,-0.05314987897872925,-0.14236262440681458,-0.08578289153749097,-0.15167510509490967,-0.17335471510887146,-0.021862129147592668,-0.16457891464233398,-0.15460461378097534,-0.06161073448831189,-0.12963318824768066,-0.09223657846450806,-0.08467151823217023,-0.11519497632980347,-0.09734237194061279,-0.1000916943209802,-0.11171767115592957,-0.2151869535446167,-0.020733401577416544,-0.11360976099967957,-0.19246187806129456,-0.05831137898141492,-0.08853080868721008,-0.11903664469718933,-0.061784385170284395,-0.0864260196685791,-0.128397136926651,-0.05813772084886182,-0.06681936979293823,-0.2269296944141388,-0.02851294393414605,-0.054345011711120605,-0.19763824343681335,-0.0627568274992143,-0.044744670391082764,-0.12842312455177307,-0.052025227274242525,-0.05277949571609497,-0.13581755757331848,-0.038931975539270525,-0.017582237720489502,-0.22495797276496887,-0.04212714585239041,-0.003827393054962158,-0.19464796781539917,-0.0645280614751016,-0.006758391857147217,-0.13972216844558716,-0.06202749388987172,-0.02020055055618286,-0.1352902352809906,-0.055776076789442186,0
0.0,0.0,0.0,-0.05911552906036377,0.01364368200302124,-0.042458328197113815,-0.12011837959289551,-0.027107596397399902,-0.06417360041510278,-0.10057348012924194,-0.10254546999931335,-0.08035952482592279,-0.05158168077468872,-0.15501704812049866,-0.08786604438196832,-0.1521323323249817,-0.15044590830802917,-0.032136871258131805,-0.15620285272598267,-0.1547093689441681,-0.07332216833006555,-0.12051880359649658,-0.09847384691238403,-0.0940321076310795,-0.11026808619499207,-0.09238171577453613,-0.10676636431585962,-0.11750799417495728,-0.1943596601486206,-0.028919790650121513,-0.10987195372581482,-0.19811397790908813,-0.07070828858982736,-0.07872384786605835,-0.12952831387519836,-0.07546688501011545,-0.08071655035018921,-0.12850037217140198,-0.07137851301800424,-0.07681572437286377,-0.2130652666091919,-0.03403025377761537,-0.050218939781188965,-0.20445597171783447,-0.07238385711085016,-0.03426152467727661,-0.13943734765052795,-0.06393902633558923,-0.04878103733062744,-0.1373104751110077,-0.05153987068902666,-0.031933605670928955,-0.21792787313461304,-0.04450251046787912,-0.002790689468383789,-0.2069079577922821,-0.07097638283144647,0.0006365776062011719,-0.15635433793067932,-0.07077531401287729,-0.01825249195098877,-0.14663362503051758,-0.06561458740603143,0
0.0,0.0,0.0,-0.055657386779785156,0.01012188196182251,-0.046556219737368565,-0.10376042127609253,-0.0328601598739624,-0.07137971399291132,-0.0870017409324646,-0.11149829626083374,-0.08905856339200113,-0.051930248737335205,-0.16927704215049744,-0.09743274776204203,-0.15814006328582764,-0.12671244144439697,-0.04183743176920984,-0.15421849489212036,-0.15441104769706726,-0.08287760643227671,-0.11785340309143066,-0.10869190096855164,-0.10248385397656534,-0.10589829087257385,-0.09195548295974731,-0.11298482147915934,-0.1229529082775116,-0.16953715682029724,-0.03598878933055971,-0.11525300145149231,-0.2005625069141388,-0.0779594334767637,-0.07944655418395996,-0.14273136854171753,-0.08360868720276926,-0.07891309261322021,-0.12655305862426758,-0.07968744663460825,-0.0822107195854187,-0.19272777438163757,-0.03775002835257624,-0.06398928165435791,-0.21782147884368896,-0.0758326577947912,-0.04128122329711914,-0.16524535417556763,-0.06779077676995371,-0.05186885595321655,-0.14961040019989014,-0.05536241484745119,-0.03869730234146118,-0.19902878999710083,-0.04449590695961092,-0.018804609775543213,-0.2192252278327942,-0.07118032900555704,-0.010766327381134033,-0.17769935727119446,-0.06925293831093882,-0.026462078094482422,-0.15689653158187866,-0.062407363484936695,0
0.0,0.0,0.0,-0.04228144884109497,0.00512927770614624,-0.05565190732886549,-0.0790446400642395,-0.04471433162689209,-0.07908625573327299,-0.06096303462982178,-0.13820916414260864,-0.09129517943074461,-0.03823500871658325,-0.20706576108932495,-0.09224476337840315,-0.17186051607131958,-0.11866611242294312,-0.039644655291340314,-0.1439111828804016,-0.155242919921875,-0.07359224230458494,-0.10951638221740723,-0.10336455702781677,-0.08932818144967314,-0.10865616798400879,-0.08939075469970703,-0.09882400602509733,-0.1419602632522583,-0.16995441913604736,-0.02628266670217272,-0.10389161109924316,-0.19862911105155945,-0.060128514174721204,-0.07420533895492554,-0.13181838393211365,-0.06273986071755644,-0.08724510669708252,-0.12093371152877808,-0.05846674412896391,-0.10233032703399658,-0.19639664888381958,-0.021043006781837903,-0.06437969207763672,-0.2259843945503235,-0.054939721230766736,-0.044837117195129395,-0.1642037332057953,-0.047003921572468244,-0.06237924098968506,-0.14916589856147766,-0.03550718397309538,-0.059169769287109375,-0.2059013843536377,-0.021382140446803533,-0.03164267539978027,-0.23137414455413818,-0.0492083099525189,-0.02263355255126953,-0.18668758869171143,-0.0492761325876927,-0.03942912817001343,-0.16361188888549805,-0.04279862761904951,0
0.0,0.0,0.0,-0.04252082109451294,0.0003413558006286621,-0.05734767385015971,-0.07512277364730835,-0.05583596229553223,-0.07993729777822978,-0.056600093841552734,-0.1484336256980896,-0.09035820879230982,-0.03593254089355469,-0.21518918871879578,-0.09022629626284129,-0.1711319088935852,-0.12055200338363647,-0.037528160886864725,-0.13758233189582825,-0.16701668500900269,-0.07043975956926829,-0.10476309061050415,-0.11922955513000488,-0.0872583202291537,-0.09933412075042725,-0.09514760971069336,-0.09642608083973414,-0.13887107372283936,-0.16741105914115906,-0.021171295942764345,-0.10437142848968506,-0.21106180548667908,-0.05510520182738787,-0.07122081518173218,-0.15761995315551758,-0.05972205840240008,-0.07446068525314331,-0.14170953631401062,-0.05566581703911311,-0.09951984882354736,-0.19311311841011047,-0.01283621873895413,-0.06568646430969238,-0.23003187775611877,-0.046135306285719935,-0.042577147483825684,-0.18205928802490234,-0.03914406143317706,-0.05346411466598511,-0.16333889961242676,-0.027173209862809244,-0.05851536989212036,-0.2005087435245514,-0.009892972113590304,-0.038140952587127686,-0.23584306240081787,-0.03597821660528666,-0.02489006519317627,-0.19425147771835327,-0.034032545911173884,-0.03699195384979248,-0.1660636067390442,-0.0256892199833203,0
0.0,0.0,0.0,-0.060378849506378174,0.01144564151763916,-0.02718690692259429,-0.1187589168548584,-0.03405404090881348,-0.036574122522011976,-0.11908149719238281,-0.126246839761734,-0.04598007074369548,-0.09980380535125732,-0.1924680471420288,-0.049052932325736265,-0.1647281050682068,-0.07644259929656982,0.002918696936234255,-0.1965046525001526,-0.13390696048736572,-0.03586211523784755,-0.15780791640281677,-0.09468933939933777,-0.05587318262828944,-0.1375773847103119,-0.06969523429870605,-0.06231869107855914,-0.1321435570716858,-0.12110775709152222,0.002151652911692281,-0.160614013671875,-0.180444598197937,-0.03468168622626422,-0.11974048614501953,-0.12260854244232178,-0.04043392932786105,-0.10982823371887207,-0.10232827067375183,-0.032807991866008024,-0.0946805477142334,-0.15243971347808838,-0.007194574482724647,-0.11279034614562988,-0.20165270566940308,-0.044593536321059446,-0.08128553628921509,-0.13771313428878784,-0.03664906791223643,-0.07798832654953003,-0.11541739106178284,-0.019579702083007078,-0.05453759431838989,-0.17238304018974304,-0.01944854392482398,-0.07225388288497925,-0.2053225040435791,-0.039646976653472166,-0.05486941337585449,-0.15233799815177917,-0.029922499347463827,-0.05149620771408081,-0.12441062927246094,-0.015954100552932005,0
0.0,0.0,0.0,-0.07525211572647095,-0.015021979808807373,-0.010557409408932017,-0.12983524799346924,-0.07920759916305542,-0.015803196500485228,-0.12319469451904297,-0.1643907129764557,-0.026095927725975798,-0.08043134212493896,-0.2103666067123413,-0.03245905324394016,-0.1335594654083252,-0.11878284811973572,0.018370182220394327,-0.17101126909255981,-0.18120065331459045,-0.011485364321117686,-0.1477876603603363,-0.13412073254585266,-0.029296427066867636,-0.12618857622146606,-0.10328361392021179,-0.035375482435767935,-0.10091066360473633,-0.14897385239601135,0.01092760075306387,-0.13447630405426025,-0.2167244553565979,-0.019524489562456893,-0.11073911190032959,-0.1539839804172516,-0.027421579729264067,-0.08870834112167358,-0.12371397018432617,-0.021853846530859755,-0.06315761804580688,-0.1722583770751953,-0.0028496971684148775,-0.09186798334121704,-0.23459050059318542,-0.031190215642993735,-0.07537627220153809,-0.16346481442451477,-0.025792921926324652,-0.05758202075958252,-0.12649419903755188,-0.010642629149799632,-0.02158522605895996,-0.1887633204460144,-0.018596532787626074,-0.05230069160461426,-0.2294030785560608,-0.029504741575067328,-0.048396944999694824,-0.17577043175697327,-0.019354048218076514,-0.035814642906188965,-0.14170777797698975,-0.006225371766333865,0
0.0,0.0,0.0,-0.07253724336624146,-0.027590394020080566,-0.014309094744703543,-0.12492936849594116,-0.08572673797607422,-0.024880941483161223,-0.11623024940490723,-0.16014906764030457,-0.0389889529822085,-0.0697205662727356,-0.20334550738334656,-0.04972569783308245,-0.11208662390708923,-0.15644484758377075,0.00696743187404536,-0.14545798301696777,-0.204820454120636,-0.026053554835698378,-0.1305060088634491,-0.14667347073554993,-0.044522219794771445,-0.11038124561309814,-0.12300616502761841,-0.052437366443655264,-0.07753497362136841,-0.17756322026252747,-0.00018820346190295822,-0.11040011048316956,-0.2295258641242981,-0.033217494833252204,-0.09699520468711853,-0.15632474422454834,-0.039025591212293875,-0.07553035020828247,-0.13769811391830444,-0.032942661541483176,-0.03989940881729126,-0.189062237739563,-0.013759431886455786,-0.06999146938323975,-0.23930692672729492,-0.046281145411512625,-0.0619010329246521,-0.16064485907554626,-0.03708345209338404,-0.04313516616821289,-0.13748890161514282,-0.019805723327181113,0.003550291061401367,-0.19308507442474365,-0.029296565326831114,-0.03362911939620972,-0.21835315227508545,-0.0450718863783095,-0.03251206874847412,-0.16176921129226685,-0.03424352918841578,-0.01715916395187378,-0.1410846710205078,-0.02028209668674208,0
